,uid,scenario,physical,document,witness,character
459,A2S4M32VW9AP5G,28,ambiguous,none,clear_ex,clear_ex
460,A2S4M32VW9AP5G,29,none,none,clear_in,clear_ex
461,A2S4M32VW9AP5G,17,none,clear_ex,clear_in,clear_ex
462,A2S4M32VW9AP5G,12,clear_in,clear_in,clear_ex,clear_ex
463,A2S4M32VW9AP5G,19,ambiguous,ambiguous,none,none
464,A2S4M32VW9AP5G,11,clear_ex,none,clear_ex,none
465,AQY8URN1JQDC2,20,ambiguous,clear_ex,ambiguous,none
466,AQY8URN1JQDC2,12,clear_ex,ambiguous,clear_ex,clear_in
467,AQY8URN1JQDC2,29,ambiguous,clear_in,clear_ex,clear_in
468,AQY8URN1JQDC2,18,clear_in,ambiguous,clear_in,clear_in
469,AQY8URN1JQDC2,23,none,ambiguous,ambiguous,clear_in
470,AQY8URN1JQDC2,26,ambiguous,none,clear_ex,none
471,AQY8URN1JQDC2,21,none,clear_ex,clear_in,clear_ex
472,AQY8URN1JQDC2,1,none,clear_ex,clear_ex,none
473,AQY8URN1JQDC2,17,ambiguous,clear_ex,clear_in,clear_ex
474,AQY8URN1JQDC2,6,none,ambiguous,clear_in,clear_ex
475,AQY8URN1JQDC2,16,none,none,clear_ex,clear_in
476,AQY8URN1JQDC2,13,clear_in,ambiguous,none,none
477,AQY8URN1JQDC2,8,clear_ex,clear_ex,clear_ex,none
478,AQY8URN1JQDC2,15,clear_ex,none,clear_in,none
479,AQY8URN1JQDC2,31,clear_ex,none,clear_ex,clear_in
480,AQY8URN1JQDC2,2,ambiguous,clear_ex,ambiguous,clear_in
481,AQY8URN1JQDC2,11,none,ambiguous,clear_ex,clear_ex
482,AQY8URN1JQDC2,5,none,clear_in,clear_ex,clear_in
483,AQY8URN1JQDC2,9,clear_in,none,clear_ex,clear_ex
484,AQY8URN1JQDC2,19,none,clear_ex,none,clear_ex
485,AQY8URN1JQDC2,25,none,clear_ex,none,clear_in
486,AQY8URN1JQDC2,7,ambiguous,ambiguous,clear_in,clear_in
487,AQY8URN1JQDC2,22,ambiguous,clear_in,ambiguous,clear_ex
488,AQY8URN1JQDC2,30,none,none,clear_in,none
489,AQY8URN1JQDC2,4,clear_in,ambiguous,none,clear_ex
490,AQY8URN1JQDC2,28,ambiguous,clear_in,clear_in,clear_in
491,AQY8URN1JQDC2,3,clear_ex,ambiguous,ambiguous,clear_in
492,AQY8URN1JQDC2,27,none,none,ambiguous,clear_in
493,AQY8URN1JQDC2,24,none,clear_in,none,none
494,AQY8URN1JQDC2,10,clear_ex,clear_in,ambiguous,clear_ex
495,AQY8URN1JQDC2,14,clear_in,none,none,clear_ex
496,A35DEXUQBSKQWF,5,none,clear_in,none,none
497,A35DEXUQBSKQWF,28,none,clear_in,none,clear_in
498,A35DEXUQBSKQWF,12,clear_in,none,none,none
499,A35DEXUQBSKQWF,15,clear_in,none,none,clear_in
500,A35DEXUQBSKQWF,2,none,none,clear_in,none
501,A35DEXUQBSKQWF,9,none,clear_in,clear_in,clear_in
502,A35DEXUQBSKQWF,17,clear_in,clear_in,clear_in,none
503,A35DEXUQBSKQWF,4,clear_in,none,clear_in,none
504,A35DEXUQBSKQWF,19,clear_in,none,clear_in,clear_in
505,A35DEXUQBSKQWF,31,none,clear_in,clear_in,none
506,A35DEXUQBSKQWF,13,none,none,clear_in,clear_in
507,A35DEXUQBSKQWF,25,clear_in,clear_in,clear_in,clear_in
508,A35DEXUQBSKQWF,10,clear_in,clear_in,none,none
509,A35DEXUQBSKQWF,24,clear_in,clear_in,none,clear_in
510,A35DEXUQBSKQWF,26,none,none,clear_in,none
511,A35DEXUQBSKQWF,14,none,clear_in,clear_in,none
512,A35DEXUQBSKQWF,11,none,none,clear_in,clear_in
513,A35DEXUQBSKQWF,1,none,clear_in,none,none
514,A35DEXUQBSKQWF,23,clear_in,none,clear_in,none
515,A35DEXUQBSKQWF,20,none,clear_in,none,clear_in
516,A35DEXUQBSKQWF,21,none,clear_in,clear_in,clear_in
517,A35DEXUQBSKQWF,6,clear_in,clear_in,none,clear_in
518,A35DEXUQBSKQWF,8,clear_in,none,clear_in,clear_in
519,A35DEXUQBSKQWF,18,clear_in,none,none,none
520,A35DEXUQBSKQWF,3,clear_in,none,none,clear_in
521,A35DEXUQBSKQWF,22,clear_in,clear_in,clear_in,none
522,A35DEXUQBSKQWF,7,clear_in,clear_in,none,none
523,A35DEXUQBSKQWF,16,clear_in,clear_in,clear_in,clear_in
524,A35DEXUQBSKQWF,30,clear_in,clear_in,clear_in,clear_in
525,A35DEXUQBSKQWF,29,none,none,clear_in,clear_in
526,A35DEXUQBSKQWF,27,clear_in,clear_in,clear_in,clear_in
527,A1NF1XZTCVRG1V,20,clear_in,ambiguous,clear_ex,clear_ex
528,A1NF1XZTCVRG1V,22,ambiguous,none,clear_in,clear_ex
529,A1NF1XZTCVRG1V,4,ambiguous,clear_in,none,clear_in
530,A1NF1XZTCVRG1V,11,ambiguous,clear_in,none,none
531,A1NF1XZTCVRG1V,6,ambiguous,ambiguous,clear_in,clear_ex
532,A1NF1XZTCVRG1V,14,none,clear_in,clear_in,clear_ex
533,A1NF1XZTCVRG1V,26,ambiguous,clear_in,clear_ex,clear_ex
534,A1NF1XZTCVRG1V,10,clear_in,clear_in,clear_ex,none
535,A1NF1XZTCVRG1V,31,none,ambiguous,clear_in,clear_in
536,A1NF1XZTCVRG1V,8,clear_ex,clear_in,clear_in,none
537,A1NF1XZTCVRG1V,15,clear_in,ambiguous,none,clear_in
538,A1NF1XZTCVRG1V,3,clear_in,clear_ex,clear_in,clear_in
539,A1NF1XZTCVRG1V,25,clear_in,clear_in,ambiguous,none
540,A1NF1XZTCVRG1V,30,clear_in,clear_in,clear_ex,clear_ex
541,A1NF1XZTCVRG1V,29,none,none,clear_in,clear_ex
542,A1NF1XZTCVRG1V,19,clear_in,none,clear_in,none
543,A1NF1XZTCVRG1V,24,none,clear_in,ambiguous,clear_ex
544,A1NF1XZTCVRG1V,12,none,clear_in,clear_ex,clear_in
545,A1NF1XZTCVRG1V,27,clear_in,none,clear_ex,clear_in
546,A1NF1XZTCVRG1V,16,clear_in,clear_in,clear_in,clear_ex
547,A1NF1XZTCVRG1V,23,ambiguous,clear_in,ambiguous,clear_in
548,A1NF1XZTCVRG1V,1,ambiguous,ambiguous,clear_in,none
549,A1NF1XZTCVRG1V,21,clear_ex,clear_ex,clear_in,clear_in
550,A1NF1XZTCVRG1V,9,clear_in,ambiguous,none,clear_ex
551,A1NF1XZTCVRG1V,17,clear_in,ambiguous,clear_ex,none
552,A1NF1XZTCVRG1V,5,ambiguous,none,clear_in,none
553,A1NF1XZTCVRG1V,7,none,clear_ex,clear_in,none
554,A1NF1XZTCVRG1V,28,clear_in,clear_ex,none,none
555,A1NF1XZTCVRG1V,18,ambiguous,clear_in,none,clear_ex
556,A1NF1XZTCVRG1V,13,ambiguous,ambiguous,clear_in,clear_in
557,A1NF1XZTCVRG1V,2,clear_in,ambiguous,clear_in,none
558,A15KMHNB9VMHXK,13,clear_in,ambiguous,ambiguous,clear_ex
559,A15KMHNB9VMHXK,4,clear_in,clear_in,none,none
560,A15KMHNB9VMHXK,1,clear_in,clear_ex,none,none
561,A15KMHNB9VMHXK,28,none,clear_in,none,none
562,A15KMHNB9VMHXK,7,ambiguous,clear_in,ambiguous,clear_in
563,A15KMHNB9VMHXK,14,clear_ex,ambiguous,clear_in,none
564,A15KMHNB9VMHXK,26,ambiguous,ambiguous,clear_in,none
565,A15KMHNB9VMHXK,9,clear_in,none,clear_ex,none
566,A15KMHNB9VMHXK,17,clear_in,ambiguous,ambiguous,none
567,A15KMHNB9VMHXK,8,ambiguous,ambiguous,clear_in,clear_in
568,A15KMHNB9VMHXK,16,clear_in,clear_ex,clear_in,clear_ex
569,A15KMHNB9VMHXK,19,none,clear_in,none,clear_in
570,A15KMHNB9VMHXK,18,ambiguous,clear_in,none,clear_ex
571,A15KMHNB9VMHXK,22,clear_ex,none,clear_in,clear_in
572,A15KMHNB9VMHXK,10,none,clear_in,clear_ex,none
573,A15KMHNB9VMHXK,5,none,clear_in,ambiguous,clear_in
574,A15KMHNB9VMHXK,23,clear_in,none,clear_in,clear_ex
575,A15KMHNB9VMHXK,11,clear_ex,clear_in,clear_in,clear_ex
576,A15KMHNB9VMHXK,25,clear_in,ambiguous,clear_ex,clear_in
577,A15KMHNB9VMHXK,15,none,clear_in,clear_in,none
578,A15KMHNB9VMHXK,12,none,clear_ex,clear_in,none
579,A15KMHNB9VMHXK,6,none,none,clear_in,clear_ex
580,A15KMHNB9VMHXK,29,none,ambiguous,clear_in,clear_ex
581,A15KMHNB9VMHXK,2,clear_ex,clear_in,none,clear_in
582,A15KMHNB9VMHXK,24,clear_in,clear_ex,clear_in,none
583,A15KMHNB9VMHXK,21,clear_ex,clear_in,clear_in,clear_in
584,A15KMHNB9VMHXK,3,ambiguous,clear_in,clear_in,none
585,A15KMHNB9VMHXK,31,clear_in,ambiguous,clear_in,clear_ex
586,A15KMHNB9VMHXK,20,clear_in,none,ambiguous,none
587,A15KMHNB9VMHXK,30,none,none,clear_in,clear_in
588,A15KMHNB9VMHXK,27,none,clear_in,clear_in,clear_in
589,A2STMS163OI8TB,15,clear_ex,clear_in,clear_in,clear_ex
590,A2STMS163OI8TB,3,clear_in,none,none,clear_in
591,A2STMS163OI8TB,9,ambiguous,none,clear_in,clear_in
592,A2STMS163OI8TB,29,none,ambiguous,clear_in,clear_in
593,A2STMS163OI8TB,31,clear_in,clear_in,none,none
594,A2STMS163OI8TB,8,none,clear_in,ambiguous,none
595,A2STMS163OI8TB,18,clear_in,none,ambiguous,clear_ex
596,A2STMS163OI8TB,19,ambiguous,none,clear_in,clear_ex
597,A2STMS163OI8TB,12,clear_in,ambiguous,ambiguous,clear_ex
598,A2STMS163OI8TB,25,none,clear_ex,clear_in,none
599,A2STMS163OI8TB,26,clear_in,clear_ex,ambiguous,none
600,A2STMS163OI8TB,4,clear_in,none,clear_in,clear_in
601,A2STMS163OI8TB,13,clear_ex,clear_in,clear_in,none
602,A2STMS163OI8TB,22,clear_in,none,none,none
603,A2STMS163OI8TB,21,clear_ex,clear_in,ambiguous,clear_ex
604,A2STMS163OI8TB,5,ambiguous,clear_in,clear_in,none
605,A2STMS163OI8TB,28,clear_in,ambiguous,clear_ex,clear_ex
606,A2STMS163OI8TB,14,clear_ex,ambiguous,clear_in,clear_in
607,A2STMS163OI8TB,30,clear_in,none,ambiguous,clear_in
608,A2STMS163OI8TB,11,ambiguous,clear_in,clear_ex,clear_in
609,A2STMS163OI8TB,16,clear_in,clear_in,clear_ex,clear_ex
610,A2STMS163OI8TB,17,none,clear_in,ambiguous,clear_in
611,A2STMS163OI8TB,23,clear_in,clear_in,clear_ex,clear_in
612,A2STMS163OI8TB,6,ambiguous,clear_ex,clear_in,none
613,A2STMS163OI8TB,27,clear_in,none,none,clear_ex
614,A2STMS163OI8TB,20,none,clear_in,clear_ex,none
615,A2STMS163OI8TB,10,clear_in,clear_ex,clear_in,clear_in
616,A2STMS163OI8TB,1,clear_in,none,clear_in,none
617,A2STMS163OI8TB,24,none,clear_in,none,clear_in
618,A2STMS163OI8TB,2,clear_ex,clear_in,clear_in,clear_in
619,A2STMS163OI8TB,7,clear_in,clear_ex,clear_ex,clear_in
620,A9QK84HBU3FX3,31,none,none,clear_in,none
621,A9QK84HBU3FX3,17,clear_in,none,none,none
622,A9QK84HBU3FX3,27,clear_in,none,clear_in,clear_in
623,A9QK84HBU3FX3,10,clear_in,none,clear_in,none
624,A9QK84HBU3FX3,20,none,none,clear_in,clear_in
625,A9QK84HBU3FX3,30,none,clear_in,none,none
626,A9QK84HBU3FX3,7,clear_in,none,none,clear_in
627,A9QK84HBU3FX3,21,none,clear_in,clear_in,none
628,A9QK84HBU3FX3,2,clear_in,clear_in,none,none
629,A9QK84HBU3FX3,14,none,clear_in,clear_in,clear_in
630,A9QK84HBU3FX3,22,clear_in,clear_in,clear_in,clear_in
631,A9QK84HBU3FX3,6,clear_in,clear_in,none,clear_in
632,A9QK84HBU3FX3,15,clear_in,clear_in,clear_in,none
633,A9QK84HBU3FX3,1,none,clear_in,none,clear_in
634,A9QK84HBU3FX3,23,clear_in,clear_in,clear_in,clear_in
635,A9QK84HBU3FX3,25,clear_in,clear_in,none,clear_in
636,A9QK84HBU3FX3,18,clear_in,none,clear_in,clear_in
637,A9QK84HBU3FX3,4,none,none,clear_in,clear_in
638,A9QK84HBU3FX3,24,none,clear_in,none,clear_in
639,A9QK84HBU3FX3,9,clear_in,none,none,none
640,A9QK84HBU3FX3,19,none,clear_in,none,none
641,A9QK84HBU3FX3,3,none,clear_in,clear_in,clear_in
642,A9QK84HBU3FX3,12,clear_in,clear_in,none,none
643,A9QK84HBU3FX3,29,clear_in,none,clear_in,none
644,A9QK84HBU3FX3,11,none,clear_in,clear_in,none
645,A9QK84HBU3FX3,8,none,none,clear_in,none
646,A9QK84HBU3FX3,26,clear_in,none,none,clear_in
647,A9QK84HBU3FX3,5,clear_in,clear_in,clear_in,none
648,A9QK84HBU3FX3,28,none,clear_in,none,clear_in
649,A9QK84HBU3FX3,13,clear_in,clear_in,none,clear_in
650,A9QK84HBU3FX3,16,none,clear_in,none,none
651,A1U8RH67FLZW87,2,none,clear_in,none,clear_in
652,A1U8RH67FLZW87,31,clear_in,none,clear_in,clear_in
653,A1U8RH67FLZW87,27,clear_in,clear_in,clear_in,clear_in
654,A1U8RH67FLZW87,7,none,clear_in,clear_in,none
655,A1U8RH67FLZW87,1,none,none,clear_in,clear_in
656,A1U8RH67FLZW87,5,clear_in,clear_in,none,none
657,A1U8RH67FLZW87,11,none,clear_in,clear_in,clear_in
658,A1U8RH67FLZW87,12,none,clear_in,none,none
659,A1U8RH67FLZW87,24,clear_in,none,clear_in,none
660,A1U8RH67FLZW87,26,clear_in,clear_in,none,clear_in
661,A1U8RH67FLZW87,17,clear_in,none,none,none
662,A1U8RH67FLZW87,22,clear_in,clear_in,clear_in,none
663,A1U8RH67FLZW87,15,none,none,clear_in,none
664,A1U8RH67FLZW87,20,clear_in,none,none,clear_in
665,A1U8RH67FLZW87,28,clear_in,clear_in,clear_in,clear_in
666,A1U8RH67FLZW87,21,none,clear_in,clear_in,clear_in
667,A1U8RH67FLZW87,23,none,none,clear_in,none
668,A1U8RH67FLZW87,29,none,clear_in,none,none
669,A1U8RH67FLZW87,30,clear_in,none,clear_in,clear_in
670,A1U8RH67FLZW87,13,clear_in,none,none,clear_in
671,A1U8RH67FLZW87,4,clear_in,clear_in,none,none
672,A1U8RH67FLZW87,18,none,clear_in,none,clear_in
673,A1U8RH67FLZW87,19,clear_in,clear_in,clear_in,none
674,A1U8RH67FLZW87,8,none,none,clear_in,clear_in
675,A1U8RH67FLZW87,3,clear_in,none,clear_in,none
676,A1U8RH67FLZW87,6,clear_in,clear_in,none,clear_in
677,A1U8RH67FLZW87,25,clear_in,none,none,none
678,A1U8RH67FLZW87,9,none,clear_in,clear_in,none
679,A1U8RH67FLZW87,16,clear_in,none,none,clear_in
680,A1U8RH67FLZW87,14,clear_in,none,none,none
681,A1U8RH67FLZW87,10,clear_in,clear_in,none,none
682,A1AIYZPEGFYMQ4,22,clear_in,clear_in,none,clear_in
683,A1AIYZPEGFYMQ4,1,clear_in,clear_in,clear_in,clear_in
684,A1AIYZPEGFYMQ4,11,clear_in,none,none,none
685,A1AIYZPEGFYMQ4,25,clear_in,none,clear_in,clear_in
686,A1AIYZPEGFYMQ4,14,clear_in,none,clear_in,none
687,A1AIYZPEGFYMQ4,15,clear_in,clear_in,none,none
688,A1AIYZPEGFYMQ4,19,none,clear_in,clear_in,none
689,A1AIYZPEGFYMQ4,26,none,clear_in,clear_in,clear_in
690,A1AIYZPEGFYMQ4,2,none,none,clear_in,none
691,A1AIYZPEGFYMQ4,12,none,clear_in,none,none
692,A1AIYZPEGFYMQ4,3,none,clear_in,none,clear_in
693,A1AIYZPEGFYMQ4,28,none,none,clear_in,clear_in
694,A1AIYZPEGFYMQ4,9,clear_in,clear_in,clear_in,none
695,A1AIYZPEGFYMQ4,8,clear_in,none,none,clear_in
696,A1AIYZPEGFYMQ4,23,none,clear_in,none,clear_in
697,A1AIYZPEGFYMQ4,27,clear_in,clear_in,none,clear_in
698,A1AIYZPEGFYMQ4,4,none,clear_in,none,none
699,A1AIYZPEGFYMQ4,5,clear_in,none,none,none
700,A1AIYZPEGFYMQ4,21,none,none,clear_in,clear_in
701,A1AIYZPEGFYMQ4,17,clear_in,clear_in,none,none
702,A1AIYZPEGFYMQ4,29,clear_in,clear_in,clear_in,none
703,A1AIYZPEGFYMQ4,10,none,clear_in,clear_in,clear_in
704,A1AIYZPEGFYMQ4,18,clear_in,none,clear_in,clear_in
705,A1AIYZPEGFYMQ4,13,clear_in,clear_in,clear_in,clear_in
706,A1AIYZPEGFYMQ4,31,clear_in,none,none,clear_in
707,A1AIYZPEGFYMQ4,7,none,none,clear_in,none
708,A1AIYZPEGFYMQ4,16,none,clear_in,clear_in,none
709,A1AIYZPEGFYMQ4,24,clear_in,none,clear_in,none
710,A1AIYZPEGFYMQ4,20,clear_in,none,clear_in,clear_in
711,A1AIYZPEGFYMQ4,30,clear_in,none,clear_in,clear_in
712,A1AIYZPEGFYMQ4,6,none,clear_in,clear_in,clear_in
713,A2CY1TSQ3KKP5Q,30,none,none,clear_in,none
714,A2CY1TSQ3KKP5Q,9,clear_in,none,clear_in,clear_in
715,A2CY1TSQ3KKP5Q,15,clear_in,none,none,none
716,A2CY1TSQ3KKP5Q,23,none,clear_in,clear_in,none
717,A2CY1TSQ3KKP5Q,3,none,clear_in,none,none
718,A2CY1TSQ3KKP5Q,11,clear_in,none,none,clear_in
719,A2CY1TSQ3KKP5Q,14,clear_in,clear_in,clear_in,none
720,A2CY1TSQ3KKP5Q,19,clear_in,clear_in,none,clear_in
721,A2CY1TSQ3KKP5Q,22,clear_in,clear_in,clear_in,clear_in
722,A2CY1TSQ3KKP5Q,12,none,clear_in,none,clear_in
723,A2CY1TSQ3KKP5Q,18,clear_in,clear_in,none,none
724,A2CY1TSQ3KKP5Q,29,clear_in,none,clear_in,none
725,A2CY1TSQ3KKP5Q,28,none,none,clear_in,clear_in
726,A2CY1TSQ3KKP5Q,17,none,clear_in,clear_in,clear_in
727,A2CY1TSQ3KKP5Q,21,clear_in,clear_in,none,clear_in
728,A2CY1TSQ3KKP5Q,6,clear_in,none,clear_in,none
729,A2CY1TSQ3KKP5Q,25,none,clear_in,none,clear_in
730,A2CY1TSQ3KKP5Q,13,none,none,clear_in,clear_in
731,A2CY1TSQ3KKP5Q,16,clear_in,clear_in,clear_in,clear_in
732,A2CY1TSQ3KKP5Q,2,clear_in,none,clear_in,clear_in
733,A2CY1TSQ3KKP5Q,20,none,clear_in,clear_in,clear_in
734,A2CY1TSQ3KKP5Q,10,none,clear_in,none,none
735,A2CY1TSQ3KKP5Q,31,clear_in,clear_in,clear_in,none
736,A2CY1TSQ3KKP5Q,24,none,clear_in,clear_in,none
737,A2CY1TSQ3KKP5Q,1,none,none,clear_in,none
738,A2CY1TSQ3KKP5Q,8,clear_in,none,none,clear_in
739,A2CY1TSQ3KKP5Q,5,clear_in,clear_in,none,none
740,A2CY1TSQ3KKP5Q,26,clear_in,none,none,none
741,A2CY1TSQ3KKP5Q,4,none,clear_in,clear_in,clear_in
742,A2CY1TSQ3KKP5Q,27,clear_in,clear_in,none,none
743,A2CY1TSQ3KKP5Q,7,clear_in,none,none,none
744,A13FTIHWW9GE8X,15,none,clear_in,none,clear_in
745,A13FTIHWW9GE8X,7,clear_in,none,clear_in,none
746,A13FTIHWW9GE8X,6,clear_in,clear_in,none,none
747,A13FTIHWW9GE8X,28,none,none,clear_in,clear_in
748,A13FTIHWW9GE8X,1,clear_in,none,none,none
749,A13FTIHWW9GE8X,23,none,clear_in,clear_in,none
750,A13FTIHWW9GE8X,4,clear_in,none,none,clear_in
751,A13FTIHWW9GE8X,21,none,none,clear_in,none
752,A13FTIHWW9GE8X,31,clear_in,clear_in,none,clear_in
753,A13FTIHWW9GE8X,14,clear_in,none,clear_in,clear_in
754,A13FTIHWW9GE8X,26,none,clear_in,none,none
755,A13FTIHWW9GE8X,8,none,clear_in,clear_in,clear_in
756,A13FTIHWW9GE8X,16,clear_in,clear_in,clear_in,none
757,A13FTIHWW9GE8X,18,clear_in,clear_in,clear_in,clear_in
758,A13FTIHWW9GE8X,2,clear_in,clear_in,none,none
759,A13FTIHWW9GE8X,19,none,clear_in,none,clear_in
760,A13FTIHWW9GE8X,12,none,clear_in,clear_in,none
761,A13FTIHWW9GE8X,24,clear_in,none,none,clear_in
762,A13FTIHWW9GE8X,29,clear_in,clear_in,clear_in,clear_in
763,A13FTIHWW9GE8X,20,clear_in,none,clear_in,clear_in
764,A13FTIHWW9GE8X,11,none,clear_in,clear_in,clear_in
765,A13FTIHWW9GE8X,3,clear_in,none,none,none
766,A13FTIHWW9GE8X,9,clear_in,clear_in,clear_in,none
767,A13FTIHWW9GE8X,25,clear_in,none,clear_in,none
768,A13FTIHWW9GE8X,13,none,none,clear_in,clear_in
769,A13FTIHWW9GE8X,5,none,clear_in,none,none
770,A13FTIHWW9GE8X,30,none,none,clear_in,none
771,A13FTIHWW9GE8X,27,clear_in,clear_in,none,clear_in
772,A13FTIHWW9GE8X,17,clear_in,none,clear_in,clear_in
773,A13FTIHWW9GE8X,22,none,clear_in,clear_in,clear_in
774,A13FTIHWW9GE8X,10,clear_in,none,clear_in,clear_in
775,A1WT9J6TTJDLKN,5,clear_in,clear_in,clear_in,none
776,A1WT9J6TTJDLKN,25,clear_ex,clear_in,clear_in,none
777,A1WT9J6TTJDLKN,12,clear_in,ambiguous,ambiguous,none
778,A1WT9J6TTJDLKN,6,none,none,clear_in,clear_in
779,A1WT9J6TTJDLKN,20,clear_in,clear_ex,ambiguous,none
780,A1WT9J6TTJDLKN,31,clear_in,ambiguous,none,clear_in
781,A1WT9J6TTJDLKN,8,clear_in,clear_in,clear_in,clear_ex
782,A1WT9J6TTJDLKN,4,none,clear_in,ambiguous,none
783,A1WT9J6TTJDLKN,1,none,none,clear_in,clear_ex
784,A1WT9J6TTJDLKN,29,none,clear_in,clear_ex,clear_in
785,A1WT9J6TTJDLKN,22,clear_in,ambiguous,clear_ex,none
786,A1WT9J6TTJDLKN,14,ambiguous,clear_in,ambiguous,clear_ex
787,A1WT9J6TTJDLKN,24,clear_in,clear_in,none,none
788,A1WT9J6TTJDLKN,7,clear_in,clear_in,ambiguous,clear_ex
789,A1WT9J6TTJDLKN,3,ambiguous,ambiguous,clear_in,clear_ex
790,A1WT9J6TTJDLKN,17,none,clear_in,none,none
791,A1WT9J6TTJDLKN,19,ambiguous,clear_in,clear_ex,clear_ex
792,A1WT9J6TTJDLKN,9,clear_in,clear_in,none,clear_ex
793,A1WT9J6TTJDLKN,23,ambiguous,clear_in,none,clear_in
794,A1WT9J6TTJDLKN,10,clear_in,ambiguous,clear_in,clear_ex
795,A1WT9J6TTJDLKN,18,ambiguous,clear_ex,clear_in,clear_ex
796,A1WT9J6TTJDLKN,11,none,ambiguous,clear_in,clear_in
797,A1WT9J6TTJDLKN,26,ambiguous,clear_in,clear_ex,clear_in
798,A1WT9J6TTJDLKN,27,clear_in,clear_ex,none,clear_in
799,A1WT9J6TTJDLKN,30,clear_in,clear_in,ambiguous,none
800,A1WT9J6TTJDLKN,28,clear_in,ambiguous,clear_ex,clear_ex
801,A1WT9J6TTJDLKN,15,clear_in,clear_in,clear_ex,clear_ex
802,A1WT9J6TTJDLKN,2,ambiguous,clear_in,clear_in,none
803,A1WT9J6TTJDLKN,21,clear_in,none,none,clear_in
804,A1WT9J6TTJDLKN,16,clear_in,none,none,none
805,A1WT9J6TTJDLKN,13,clear_ex,clear_in,clear_in,clear_ex
806,A2D12AABIAHV55,6,none,none,clear_in,none
807,A2D12AABIAHV55,30,none,clear_in,none,none
808,A2D12AABIAHV55,11,clear_in,clear_in,clear_in,none
809,A2D12AABIAHV55,9,clear_in,none,clear_in,clear_in
810,A2D12AABIAHV55,5,clear_in,none,none,clear_in
811,A2D12AABIAHV55,29,none,clear_in,clear_in,none
812,A2D12AABIAHV55,19,clear_in,none,clear_in,none
813,A2D12AABIAHV55,7,clear_in,clear_in,none,none
814,A2D12AABIAHV55,17,clear_in,none,none,none
815,A2D12AABIAHV55,25,none,clear_in,none,clear_in
816,A2D12AABIAHV55,15,clear_in,clear_in,none,clear_in
817,A2D12AABIAHV55,10,none,none,clear_in,clear_in
818,A2D12AABIAHV55,8,none,clear_in,clear_in,clear_in
819,A2D12AABIAHV55,3,clear_in,clear_in,clear_in,clear_in
820,A2D12AABIAHV55,1,none,clear_in,clear_in,clear_in
821,A2D12AABIAHV55,13,none,clear_in,clear_in,none
822,A2D12AABIAHV55,31,clear_in,clear_in,clear_in,clear_in
823,A2D12AABIAHV55,27,none,none,clear_in,none
824,A2D12AABIAHV55,18,none,clear_in,none,none
825,A2D12AABIAHV55,16,none,none,clear_in,clear_in
826,A2D12AABIAHV55,22,clear_in,clear_in,clear_in,none
827,A2D12AABIAHV55,2,clear_in,none,none,clear_in
828,A2D12AABIAHV55,12,clear_in,clear_in,none,clear_in
829,A2D12AABIAHV55,21,clear_in,none,clear_in,clear_in
830,A2D12AABIAHV55,4,clear_in,clear_in,none,none
831,A2D12AABIAHV55,24,clear_in,none,none,none
832,A2D12AABIAHV55,28,none,clear_in,none,clear_in
833,A2D12AABIAHV55,20,clear_in,none,clear_in,none
834,A2D12AABIAHV55,23,clear_in,none,none,none
835,A2D12AABIAHV55,26,none,clear_in,none,clear_in
836,A2D12AABIAHV55,14,clear_in,none,none,none
837,A2YOLW621EFX4V,26,clear_in,clear_in,clear_ex,clear_in
838,A2YOLW621EFX4V,23,clear_ex,ambiguous,clear_in,clear_ex
839,A2YOLW621EFX4V,28,clear_in,clear_in,clear_ex,none
840,A2YOLW621EFX4V,10,clear_ex,ambiguous,none,clear_in
841,A2YOLW621EFX4V,11,clear_in,clear_ex,clear_in,none
842,A2YOLW621EFX4V,18,none,ambiguous,ambiguous,clear_in
843,A2YOLW621EFX4V,16,ambiguous,clear_ex,clear_ex,clear_ex
844,A2YOLW621EFX4V,13,ambiguous,clear_ex,ambiguous,clear_in
845,A2YOLW621EFX4V,6,clear_ex,none,clear_ex,clear_ex
846,A2YOLW621EFX4V,8,clear_in,ambiguous,clear_ex,none
847,A2YOLW621EFX4V,9,clear_ex,clear_in,ambiguous,clear_in
848,A2YOLW621EFX4V,19,none,none,none,clear_in
849,A2YOLW621EFX4V,14,clear_in,clear_in,ambiguous,clear_in
850,A2YOLW621EFX4V,1,clear_ex,clear_ex,ambiguous,clear_in
851,A2YOLW621EFX4V,2,clear_in,ambiguous,ambiguous,none
852,A2YOLW621EFX4V,22,clear_ex,none,clear_in,clear_ex
853,A2YOLW621EFX4V,15,ambiguous,clear_in,clear_ex,clear_ex
854,A2YOLW621EFX4V,25,ambiguous,clear_ex,none,clear_in
855,A2YOLW621EFX4V,12,clear_ex,none,clear_ex,none
856,A2YOLW621EFX4V,4,ambiguous,clear_ex,clear_in,clear_in
857,A2YOLW621EFX4V,24,clear_in,clear_in,clear_in,none
858,A2YOLW621EFX4V,31,ambiguous,none,clear_ex,none
859,A2YOLW621EFX4V,20,ambiguous,clear_ex,none,clear_ex
860,A2YOLW621EFX4V,30,clear_in,clear_ex,clear_in,clear_in
861,A2YOLW621EFX4V,21,clear_in,clear_ex,ambiguous,clear_ex
862,A2YOLW621EFX4V,5,clear_in,none,none,clear_ex
863,A2YOLW621EFX4V,7,none,ambiguous,clear_ex,clear_ex
864,A2YOLW621EFX4V,3,none,clear_ex,clear_in,clear_ex
